,text,Positive,Negative,Neutral,Compound,Status
615,"Hiring!!!

Location - Bengaluru/remote

Pay - As per market standard + some special perks byÂ  

Interested Candidates please send your resumes to harshitha

        ",33.0,5.4,61.6,80.07,neg
616," How do you maintain the consistency. I used to meet the 10k goal easily when I used to work from office. However, itâ€™s difficult while WFH. I go for regular walks in the evening but that makes only 5-6k steps. ðŸ˜•",4.3,4.3999999999999995,91.3,-1.29,pos
617,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staâ€¦",23.400000000000002,0.0,76.6,67.05,neg
618,"RT  Art never completed but abandoned ðŸ¤” 
Time series paintings telling d  of various moments 

 ",19.900000000000002,0.0,80.10000000000001,49.730000000000004,neg
619,"RT  Join us on Wednesday 27th October from 11am - 12:30 for our  Jobsfair ðŸ¡ðŸ’»

We will be posting 90 minutes worâ€¦",9.9,0.0,90.10000000000001,29.599999999999998,neg
620, Add Remote work/WFH with staggered hours for all/flexi time and even overcrowding would reduce hopefully!,17.599999999999998,0.0,82.39999999999999,45.739999999999995,neg
621," seriously I was getting  by seeing the speed of your internet but your service is really not upto the mark. 

I am having my company's internet connection for  and I am unable to use internet since 3 days now.
.
I enquired and got the reason",0.0,3.3000000000000003,96.7,-9.0,pos
622, making fools to PPL for extra data packs .once daily data is finished internet speed come downtown to below 10kbps. Don't recharge WFH pack rs251.I have 20 GB in data in Airtel acnt speed is 3kbps    with daily data getting 3mbps,0.0,7.3999999999999995,92.60000000000001,-49.39,pos
623,RT  25yo handsome son of a close friend. Happy middle class family. Did engineering in a reputed college. Got job in auto indâ€¦,35.9,0.0,64.1,87.79,neg
624,"   Depends on how you define ""near and dear"". They aren't always blood relations as some like think. Where I feel vindicated is the number of people I influenced/helped to get vaccinated and follow Covid Appropriate Behaviour including WFH and closing offices ",15.5,0.0,84.5,68.08,neg
625,"RT  Hey y'all! SoluteLabs have come up with various exciting opportunities in numerous positions. 

Click on the link here to sâ€¦",24.3,0.0,75.7,72.63,neg
626,"In the pursuit of saving a little money, which we are losing is the worldâ€™s exposure, observations and learning from others.Stop enjoying work from home culture.

Go out of your home, at the end this is the worst thing we are doing after covid.

 ",6.800000000000001,13.4,79.80000000000001,-51.06,pos
627,"RT  Pre-owned office chairs by Herman Miller,Steelcase &amp; other manufacturers offer comfort, support &amp; durability at a great pricâ€¦",38.3,0.0,61.7,85.19,neg
628,RT  25yo handsome son of a close friend. Happy middle class family. Did engineering in a reputed college. Got job in auto indâ€¦,35.9,0.0,64.1,87.79,neg
629,"Dear  ,
Kindly replace desktops with laptops. As it is WFH we are facing troublesome time with these desktops.",24.099999999999998,13.700000000000001,62.2,36.120000000000005,neg
630,Another good thing about WFH? You don't need to rush to the restroom when PMS makes you break down instead of confronting the dickwad who stole your credit,17.1,5.0,77.9,59.940000000000005,neg
631,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staâ€¦",23.400000000000002,0.0,76.6,67.05,neg
632,"How do you make your office comfortable?

  ",35.5,0.0,64.5,51.06,neg
633,"Work From Home 
Independent Business Opportunity 
   ",35.9,0.0,64.1,42.15,neg
634,"RT  Instagram : Drop best sunset photos ðŸŒž
*Le Programmers ðŸ¥²ðŸ‘¨â€ðŸ’» :
   ",29.4,14.7,55.900000000000006,47.67,neg
635,"An assortment of sweets curated for the festive season!

Employee Gifting â€“ To know about product offerings, please visit 

      ",35.5,0.0,64.5,83.13000000000001,neg
636,"RT  Do you think flexible working can fuel the future of work?

   ",14.7,0.0,85.3,22.63,neg
637,"In this episode, we discuss:

ðŸŽ™ Leadership philosophy: upheaval and evolution of the leadership styles
ðŸŽ™ Youâ€™re back in the office. So are your bad WFH habits?
ðŸŽ™ Tools and systems for the next phase of 'connected work'",0.0,9.2,90.8,-58.089999999999996,pos
638," or   has opined that the flexibility of 3 days of  &amp; 2 days of work from anywhere will provide employees a good 'balance'.

KNOW MORE: 

     ",20.9,0.0,79.10000000000001,64.86,neg
639, We are still having virtual coffee calls at work ( thanks WFH) UGH the level of excuses I have to come up to avoid them â˜ºï¸ðŸ˜­ðŸ¤® the games are like : I will say B and you have to run and get me  me five things whose names start with B yuckkkk,10.2,10.8,79.0,-8.57,pos
640,"We are on the mission to provide reliable &amp; electricity solution for all.
Till date we have installed 50000 solar streetlights and over 250000 solar home systems with a return rate of less than 1%.

      ",6.5,0.0,93.5,31.819999999999997,neg
641,   has suddenly stopped working !! Thereby affecting WFH efficiency !! This is rediculous. Please help. This is repeatedly happening now !!,31.4,6.9,61.7,77.62,neg
642," ðŸ¤ 

Just came home from a small vacation on wed.

Same situation thur &amp; fri

Do hell with 

Location - S.G Highway, Gota

MP  
MLA  

        ",0.0,17.299999999999997,82.69999999999999,-68.08,pos
643," 24 hour outage is unacceptable. This is the 6th time in last 4 months. In this WFH kind of situation it becomes really difficult with such huge outages. Moreover, anything and everything needs internet these days. Please look into this ASAP. ",9.9,12.5,77.60000000000001,-29.439999999999998,pos
644,"The increasing popularity of hybrid work models has produced an unexpected consequence: remote work anxiety.

            ",17.4,9.6,73.0,34.0,neg
645," It's normal on weekdays as well
ðŸ˜‚ðŸ˜‚

",25.900000000000002,0.0,74.1,27.32,neg
646,"WFH is fine y'all .. Work  @ Home is the big deal!

Big day tomorrow .. get your broomsticks &amp; cleaners out coz it's Safai divas",8.0,0.0,92.0,27.139999999999997,neg
647,"Spacing out work on weekdays with some fun-filled activities can help remove the monotony as well as boost the energy and output of the work! Try it out!

        ",29.799999999999997,0.0,70.19999999999999,84.75,neg
648,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staâ€¦",23.400000000000002,0.0,76.6,67.05,neg
649,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staâ€¦",23.400000000000002,0.0,76.6,67.05,neg
650,"RT  We're  - 
- Client Servicing Managers
- Content Writers

Excellent communication skills and an understanding of luxury areâ€¦",19.8,0.0,80.2,57.19,neg
651,"RT  You know the downside of WFH when this happens:

Me: I'm going out shopping. Do you need anything?
Wife: No. That's enough.",0.0,16.7,83.3,-49.39,pos
652, has an uber cool wfh set up and a picture with my face in it ðŸ˜„ What nerds!   ,15.299999999999999,0.0,84.7,43.76,neg
653,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorâ€¦",0.0,8.4,91.60000000000001,-29.599999999999998,pos
654," a person by the name ashima, also Anamosa etc, claiming wfh opportunities but actually a fraud, many ppl have complained too on cyber crime  site about the same...this chat is of today... ",4.3999999999999995,32.7,63.0,-92.86999999999999,pos
655,"I like to be in dark mode itâ€™s increased my productivity.
",36.5,0.0,63.5,55.74,neg
656,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staâ€¦",23.400000000000002,0.0,76.6,67.05,neg
657,"Instagram : Drop best sunset photos ðŸŒž
*Le Programmers ðŸ¥²ðŸ‘¨â€ðŸ’» :
   ",31.6,15.8,52.6,47.67,neg
658,"Do you think flexible working can fuel the future of work?

         ",16.0,0.0,84.0,22.63,neg
659,"   Already using JioFi to WFH, not great but atleast sufficient speed to work. ðŸ˜",0.0,14.2,85.8,-28.4,pos
660,  Screenshot go. Helps you search a specific SS also the  text on the SS let's you copy paste helpful in times like this WFH.,28.299999999999997,0.0,71.7,78.45,neg
661,"All  are  with us!
Itâ€™s just another day in the product engineering coliseum for us, as our A-team gears up for a new week of exciting challenges!
Share &amp; tag someone who deserves a mention!
      ",20.200000000000003,0.0,79.80000000000001,76.33,neg
662,RT   - Explore the buying professionalsâ€™ experience of Work from Home (WFH) keeping all important aspects in focus.â€¦,10.100000000000001,0.0,89.9,20.23,neg
663," WOW! It's a fantastic innovation... perhaps, not readily available in the Indian markets. Seemingly, aligned to ergonomics demands for  ðŸ˜Š",33.1,0.0,66.9,85.64,neg
664,Is there a way we can hide our outlook calendars? Folks are not even giving time to pee. Blocking on already blocked spaces. What's the world has come to? Perils of  noooooooo,0.0,24.6,75.4,-77.8,pos
665,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staâ€¦",23.400000000000002,0.0,76.6,67.05,neg
666, Tbh WFH Fridays are chill and almost like an extended weekend :P,34.8,0.0,65.2,65.31,neg
667,"   how long will I need to wait?!?
It's effecting my WFH.
A pickup was scheduled for today again 5th time and if no one appears I shall move to customer forums. Enough is enough",0.0,8.7,91.3,-43.14,pos
668,"upGrad abroad in one hand and confidence in the other! 

                    ",45.9,0.0,54.1,77.77,neg
669,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorâ€¦",0.0,8.4,91.60000000000001,-29.599999999999998,pos
670," Especially with wfh, I'm just like chhuttiiiiii

Just wanna take a long nap ðŸ˜¬",17.2,0.0,82.8,36.120000000000005,neg
671,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorâ€¦",0.0,8.4,91.60000000000001,-29.599999999999998,pos
672,"The only **added** benefit of parents being at home during WFH or online classes is you don't have to worry about not answering the door or number of ""Cooker ki seeti"" while wearing headphones.",17.8,0.0,82.19999999999999,69.14,neg
673, Even the survey reported severe deterioration in health after this WFH started,0.0,19.1,80.9,-38.18,pos
674,"Top 10 Work From Home Jobs
ðŸ‘‰Link: 

ðŸ‘‰For More Career Advice Visit 

       ",14.099999999999998,0.0,85.9,20.23,neg
675," I am asking you please ask your people to fix my internet. Today Itself! BSES is clearing electricity pole nd my cable HAS BEEN CUT!!! 

ASK THEM TO FIX IT ON PRIORITY! MY WFH IS GETTING AFFECTED!",5.5,15.2,79.3,-61.67,pos
676,From past 2 days Jio Fiber is not working in Vidyaranyapura Bangalore 560097 location and no proper response from the customer service..   please resolve issue at the earliest. WFH is getting difficultâ€¦,14.000000000000002,6.3,79.80000000000001,40.19,neg
677,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorâ€¦",0.0,8.4,91.60000000000001,-29.599999999999998,pos
678,"Backaches during WFH are most often caused by staying physically inactive. The long-term effects of sitting or lying down with no exercise or movement may lead to spinal problems. 

To Learn more: 

Visit  for more details.",0.0,20.1,79.9,-80.74,pos
679,"Get Set &amp; Go
 WiFi Router UPS is Pre Charged ðŸ”‹

Stuck in Powercut? No Worries Our UPS comes pre charged ready to use out of the box.
Special Festive Offer through Nov 9th, 2021

       ",17.9,23.1,59.0,-10.27,pos
680,   no call yet. In WFH situation internet is gone since 3 days. Wow what a customer service,20.0,11.600000000000001,68.4,38.18,neg
681,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staâ€¦",23.400000000000002,0.0,76.6,67.05,neg
682,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorâ€¦",0.0,8.4,91.60000000000001,-29.599999999999998,pos
683,"RT  Stay connected to everyone and everything with Automax Unified Communications.
Whether employees  on-site or râ€¦",14.799999999999999,0.0,85.2,38.18,neg
